2020-01-12 20:18:41,1216454471678615553,"@TheNeoltimate @TwitchSupport In the end I also really just dont enjoy the other platforms, it's not my home the wa… https://t.co/RrxeA54ad7",0.15833333333333335,positive
2020-01-12 20:15:56,1216453782365790208,@S_Vaicius @deh_cool @Balfezar @TheRosKid @Mxadz1 @EdgeLordVEVO @andymilonakis @RajjOfficial @Twitch @TwitchSupport… https://t.co/1W32pMYwuY,0.0,neutral
2020-01-12 20:13:51,1216453258027438086,@TwitchSupport,0.0,neutral
2020-01-12 20:13:22,1216453133821411330,@TwitchSupport https://t.co/97Pgq1Yx12,0.0,neutral
2020-01-12 20:12:39,1216452955693551619,@TheNeoltimate @TwitchSupport Also mixer is having the same numbers that it had 3 years ago as beam... so that tells a lot sadly,-0.25,negative
2020-01-12 20:11:56,1216452773270753286,"RT @KingKongor: @TheNeoltimate @TwitchSupport Twitch is the only proper stream platform, all those platforms like mixer dlive facebook and…",0.0,neutral
2020-01-12 20:11:49,1216452743507988481,"@TheNeoltimate @TwitchSupport Twitch is the only proper stream platform, all those platforms like mixer dlive faceb… https://t.co/Y5i4MSLwrP",0.0,neutral
2020-01-12 20:11:14,1216452596862521354,@R3trofiedTTV @TwitchSupport Have you emailed support@authy.com they can probably help you or ask them @AuthyHelp,0.0,neutral
2020-01-12 20:11:08,1216452572950814726,@KingKongor @TwitchSupport @Twitch  @TwitchSupport,0.0,neutral
2020-01-12 20:10:20,1216452372391780352,@applications_tv @TwitchSupport @applications_tv I tried but it wants a code from the number for that too 🤣,0.2,positive
2020-01-12 20:09:35,1216452181378981893,@DonHaci @CSGO @TwitchSupport @Twitch,0.0,neutral
2020-01-12 20:05:48,1216451231494832128,@R3trofiedTTV @TwitchSupport if you have a new number you can update it threw https://t.co/UgLRfrJCeu,0.13636363636363635,positive
2020-01-12 20:05:45,1216451219339862019,@KingKongor @TwitchSupport I think that in 3 years you can build something as great as what you did on twitch but o… https://t.co/QAqKXGWlJw,0.8,positive
2020-01-12 20:04:03,1216450790572863490,@TwitchSupport I can't log into my account bc I have two factor authorization set up with a number I no longer have… https://t.co/Dr3HO0YYzW,0.0,neutral
2020-01-12 19:59:13,1216449573008367618,"@TwitchSupport hi, my account email has just been changed along with Pw. I've sent the request to change but not re… https://t.co/mKDqQTiLVA",0.0,neutral
2020-01-12 19:58:10,1216449310751064064,@biomilch_ @TwitchSupport Probleme mit dem Konto / der Anmeldung&gt; Anmelden&gt; Mein Konto wurde gehackt oder gestohlen… https://t.co/Z646Gu9nyE,0.0,neutral
2020-01-12 19:56:33,1216448901315792897,@biomilch_ @TwitchSupport Sie müssen sie über das Support-Ticket https://t.co/FigKQ6mh3A kontaktieren. Wenn Sie sic… https://t.co/gzU4MnwDEA,0.0,neutral
2020-01-12 19:54:52,1216448478718676992,@DrDev_47 @Twitch @TwitchSupport https://t.co/o0EzevkqVr,0.0,neutral
2020-01-12 19:41:52,1216445207257976832,@DerekJoon @ObiJai @TwitchSupport Yes sir,0.0,neutral
2020-01-12 19:40:02,1216444746043994112,"@TwitchSupport So there isn’t a twitch username under the name Acey, so how could I go about getting the name?",0.0,neutral
2020-01-12 19:39:03,1216444498500296705,@ObiJai @TwitchSupport they do us men dirty king,-0.6,negative
2020-01-12 19:39:02,1216444492410228736,@TwitchSupport how long does it take for a second emote to be approved? It’s been about a week &amp; most people have t… https://t.co/diKskH5SKg,0.15,positive
2020-01-12 19:38:33,1216444370733408256,@DerekJoon @TwitchSupport OH BUT I GET BANNED FOR DOING NOTHING WRONG?,-0.5,negative
2020-01-12 19:37:12,1216444034278985730,RT @DerekJoon: EXCUSEEE ME LMFAOOOOOOOOOOOOOO WHATTTT THE FUCKKKK @TwitchSupport WE WILL BE SEEING YAAAA,0.0,neutral
2020-01-12 19:35:34,1216443622029217792,@AyeeTrain @DerekJoon @TwitchSupport She won’t cuz she’s got HUUUUUGEEEEEE personality.,0.0,neutral
2020-01-12 19:27:55,1216441695467864067,RT @xchan2013x: @RockstarSupport @TwitchSupport @AmazonHelp I have claimed the previous twitch prime loot (arcade to load the diamond heist…,-0.16666666666666666,negative
2020-01-12 19:26:58,1216441459173404682,@RockstarSupport @TwitchSupport @AmazonHelp I have claimed the previous twitch prime loot (arcade to load the diamo… https://t.co/NdvRSTrsdP,-0.16666666666666666,negative
2020-01-12 19:26:49,1216441417826029568,@TwitchSupport aber auf die Idee in solchen Summen Bits auf Ihrer Plattform zu kaufen wäre ich nicht gekommen. Könn… https://t.co/pXF3EcSpfs,0.0,neutral
2020-01-12 19:26:37,1216441369113321472,"@TwitchSupport Guten Abend! Mein TwitchAccount wurde gehackt und Bits im Wert von über € 100,-- von meinem Account… https://t.co/F3iAHoW1CN",0.0,neutral
2020-01-12 19:21:29,1216440075644354560,More than 2 weeks and my emotes are still pending..............why? @Twitch @TwitchSupport,0.5,positive
2020-01-12 19:15:48,1216438648536694786,"RT @Zoo_Asylum: Hey, @TwitchSupport

 I know there were holidays over the past few weeks.  But what is the turnaround time for emote approv…",-0.225,negative
2020-01-12 19:14:16,1216438260895010818,Hey @TwitchSupport I haven't heard anything from support after 3 weeks of waiting.,0.0,neutral
2020-01-12 19:11:19,1216437520147329024,@KMaddify @TwitchSupport Emote*,0.0,neutral
2020-01-12 19:11:07,1216437466699378689,@KMaddify @TwitchSupport twitch support is even more incompetent than 343. I've waited 3 weeks before for an emofe approval.,0.07500000000000001,positive
2020-01-12 19:09:57,1216437175887286274,@Halo3BestHalo @TwitchSupport Not for any of my others usually just a few days up to a week at the most,0.016666666666666663,positive
2020-01-12 19:08:18,1216436761062187008,@QueenDalley @TwitchSupport You would need to open a support ticket via https://t.co/FigKQ6mh3A Under these steps t… https://t.co/lZMXmUGfWQ,0.0,neutral
2020-01-12 19:07:47,1216436631793819650,@KMaddify @TwitchSupport That's a regular wait time...,0.0,neutral
2020-01-12 19:07:36,1216436584800837632,@xMethy @TwitchSupport I'm assuming they don't manually review then right?,0.2857142857142857,positive
2020-01-12 19:05:02,1216435937024057344,@LidarTV @TwitchSupport Threw this method so it goes to twitch moderation team https://t.co/MD2lAX0wNl,0.0,neutral
2020-01-12 19:03:57,1216435666751565838,@Judoteki @TwitchSupport I just have to resubmit and it’ll go through but it’s gonna take another chunk of time and I’m gonna suffer.,0.0,neutral
2020-01-12 19:01:27,1216435036502839298,@xMethy @TwitchSupport wut,0.0,neutral
2020-01-12 19:01:05,1216434942567165953,@ISuPeRGH11 @Castro1021 @TwitchSupport Here a link that might help https://t.co/hgVbEoxzv3,0.0,neutral
2020-01-12 18:57:26,1216434025285537792,@d3k4mFR @CaptainFR_ @Twitch @TwitchSupport Comprendra qui pourra,0.0,neutral
2020-01-12 18:46:06,1216431173754400768,@king_proxx @StartingGrid_ @TwitchSupport Wow that's gotten terrible.  Last time I submitted emotes it was around a… https://t.co/R8xj2DBBqz,-0.3,negative
2020-01-12 18:31:02,1216427381377978369,@TwitchSupport I have changed phone number on twitch recently due to getting a new phone and now my 2Fa sms won't s… https://t.co/vIRD8TAWQm,0.005681818181818177,positive
2020-01-12 18:29:46,1216427064003264517,@TwitchSupport hey I'll join twitch Prime a few days ago I have not received any of my benefits what's going on,-0.2,negative
2020-01-12 18:28:32,1216426750520913920,@TwitchSupport hello Twitch I recently emailed you guys about my account being hacked and I never got a response ba… https://t.co/oMwT7ZGBpl,0.0,neutral
2020-01-12 18:26:50,1216426322949562368,@DerekJoon @TwitchSupport @Twitch,0.0,neutral
2020-01-12 18:25:56,1216426098118053889,@TwitchSupport I have 2fa enabled on my account but never setup authy properly and haven't been able to received an… https://t.co/y3Mc0r6Rfl,0.25,positive
2020-01-12 18:24:48,1216425813958168577,"@TwitchSupport I made 3 streams, two of them are saved, one (the most important) no. Can't find it in my list of video! Help!!",0.640625,positive
2020-01-12 18:20:06,1216424629482459136,@WadeLadyTTV @Twitch You might want to @TwitchSupport about that sort of thing wade. They’re more responsive with this kind of thing. 👍🏻✨,0.55,positive
2020-01-12 18:16:35,1216423744832528387,@DerekJoon @TwitchSupport @TwitchSupport  YOOOOO WHAT ??,0.0,neutral
2020-01-12 18:16:06,1216423623105314818,@DerekJoon @TwitchSupport come at my man derek wrong i’ll pop those balloons you call tits 😤😂,-0.5,negative
2020-01-12 18:14:11,1216423142920507392,"@TwitchSupport 
Excuse me, I don't understand. No where in the guidelines does it say I cannot have an emote with u… https://t.co/cCQ8eoydBQ",-0.05,negative
2020-01-12 18:12:39,1216422755526152199,@AlinityTwitch @TwitchSupport  you coming?,0.0,neutral
2020-01-12 18:12:02,1216422600454352898,@Twitch @TwitchSupport really why?,0.2,positive
2020-01-12 18:02:56,1216420307969495046,@DerekJoon @TwitchSupport @TwitchSupport get this bitch banned thanks,0.2,positive
2020-01-12 18:02:10,1216420115740229632,@JayAbundez @TwitchSupport ban,0.0,neutral
2020-01-12 18:00:55,1216419802006409230,EXCUSEEE ME LMFAOOOOOOOOOOOOOO WHATTTT THE FUCKKKK @TwitchSupport WE WILL BE SEEING YAAAA https://t.co/1MehXfWnuo,0.0,neutral
2020-01-12 17:37:06,1216413809398685699,@TwitchSupport Hi! There's really no way to disable a Localized Display name? :(,-0.425,negative
2020-01-12 17:30:48,1216412224987766785,@LanaBeeOfficial @GraysinAurora @2016vanz @Twitch @TwitchSupport @discordapp Is it gone?,0.0,neutral
2020-01-12 17:24:27,1216410625531879425,I have some interesting things in the works for the stream. I Have to first double check with TwitchSupport and the… https://t.co/pDunhJ4aQq,0.25,positive
2020-01-12 17:22:26,1216410118914527232,@CypSuddenstars3 @LaZy_RTs @TwitchSIE @TwitchSupport https://t.co/z2bEBq8TRc,0.0,neutral
